ssn,name,phone,cfphone,str,city,cc
LWFIT61,Sollner,8835,0.85,RuPaker55,Boise,37221
MOKSW18,Protsko,584,0.21,GpOamnf29,Vienna,14169
EGCFO28,Wolff,39091,0.52,LxShwcs72,Manchester,35640
XRVBJ29,Lomnicki,10159,0.24,SwJanso42,Norfolk,6429
IWPJH56,Foutz,38399,0.54,FjJhpal27,Fortaleza,7341
AOYEM80,Dami,14611,0.11,YuZuvoe23,Hermosillo,33635
IUDYT99,Dimitoglou,8135,0.51,JdLtjcn60,Greenville,39154
PMAXI40,Doh,38107,0.12,JeRevfu01,Honolulu,563
PMVOP87,Ghezal,37041,0.43,OzPsrgr81,Copenhagen,3817
UYMTB26,Knecht,22453,0.46,AbYpcyw23,Shreveport,915
TJJZQ73,Hsiang,17879,0.15,LrSzhxu82,Seattle,27428
NQERQ21,Mishkin,39396,0.88,SbAijvp42,Durban,22678
WFGJG08,Lichtenecker,34811,0.60,EgKyraw56,Amsterdam,21135
HDWRC10,Mille,3468,0.86,XbMhgfz76,Cleveland,34594
WHQRR60,Rahier,36910,0.28,KzExoue76,Lome,1484
AHTWK78,Large,38589,0.54,NqPmtsg80,Bucharest,5846
ONNYC87,Hiroyama,8455,0.90,LpTsysh22,Jacksonville,256
MCRLO92,Takagi,31122,0.41,IjJdskz28,Melbourne,27799
BVHPS12,Rath,9118,0.82,ItRrbax96,Albuquerque,7822
NCBIB99,Schaft,13705,0.29,SoDbpgk03,Merida,20558
HPTTV56,Brykczynski,26448,0.38,PzTvnse70,Allentown,23969
GREYT91,Hesselink,5526,0.77,JnTqpge10,Mexico,20831
GIBRU89,Phuc,30887,0.45,VhFjfvy01,Austin,5619
JDBNE66,Pistor,31661,0.90,VbIcynd09,Barbados,31763
NBFTT78,Franckson,36755,0.34,GdXyrwn68,Harrisburg,8222
EKGZB26,Vidya,25994,0.64,DnMtbzw41,Lima,3652
FJMYX00,Hladik,10256,0.95,LdPtzkq79,Augusta,32784
AFWRD99,Milidiu,25563,0.60,BbAhott11,Mulhouse,34931
ECFIS79,Boksenbaum,38419,0.36,HhPfnih30,Barbados,188
WAZKV46,Madanlal,31417,0.35,SjEvtoi40,Tucson,36976
PRXCJ53,Feldmesser,28812,0.64,TmFnibl90,Lubbock,2127
VTDUY77,Knowles,28778,0.30,XjXitjs84,Lafayette,30385
YDXIZ50,Guerrieri,13118,0.68,UhAuuue60,Buffalo,30019
GACDH10,Petry,6797,0.75,XoTxzgt97,Merida,12232
QOPQU80,Lelouche,27195,0.81,FfUttny79,Hermosillo,2016
UYGPV46,Rees,6426,0.24,DnUjtvf38,Villahermosa,14353
XCGSX85,Rieu,5357,0.80,VlNpdbi76,Boise,3735
EKLQH77,Zuidweg,37194,0.74,QnDjmbu29,Cancun,34568
UCJUB03,Chimia,39503,0.40,NdIebzm19,Montreal,8416
WQXXD29,Rajlich,28202,0.26,HiLtpav43,Hartford,21289
IOGCC10,Pfahler,35649,0.48,TkWcort15,Sarasota,30604
XADKO07,Wohn,22247,0.44,OpRiwcu17,Chattanooga,31431
OTAEL70,Beug,5679,0.64,XkOeavh39,Missoula,13057
QXZPL85,Szablak,20246,0.46,UtPkvja41,Merida,32757
SOKFE01,Ratto,12746,0.31,IjNztju56,Rome,10385
UQETO28,Schnabel,33759,0.30,FuFznrr13,Washington,26929
EHCLZ39,Fidelak,37910,0.50,AkVwjku03,Johannesburg,17266
VPZIR56,Bereiter,6387,0.74,VpXqcyu21,Elko,38259
XPOCG06,Elkadi,5546,0.30,HtJcmpo57,Nagoya,34729
LVIFY45,Yacobi,18999,0.23,ScWgoit71,Madrid,20252
RTYIJ74,Korbar,5528,0.59,DiOdzue37,Providenciales,29153
HTXTJ28,Bergner,21363,0.83,TpZkska79,Houston,22444
HRGXK06,Tapken,32457,0.49,FyRsmkg43,Atlanta,13654
IVWKA53,Raju,1969,0.43,BfBaguv59,Fort,21621
CSPSZ47,Gaches,37548,0.88,QpFoxrb89,Nashville,36703
VQGXX90,Sutherland,27706,0.63,TlIoorz38,Panama,20307
FYHTY78,Suppi,33081,0.38,KpKgymy48,Portland,24821
ARVSK43,Csuros,28685,0.60,CbJudwd37,Caracas,18329
WIJLW39,Pantano,13284,0.83,EcBpdpp26,Madison,8928
ULFLK31,Megson,28329,0.99,DoRtlkq50,Hamburg,290
SONGS60,Villain,2350,0.84,NkAyqkg08,Sun,28260
CZPEW59,Gawlick,25460,0.32,OhRmeaw96,Nice,29477
AIXEB22,Carzaniga,3200,0.50,QwDbnaw48,Louisville,12401
QRIRL03,Mouaddib,20931,0.58,YcJefoj34,Spokane,31680
RGSFO03,Moshiri,20528,0.35,TmUbvfi01,Sarasota,19131
ENWKI87,Serbanati,8562,0.67,WdCcxaj55,Greenville,1696
GUNPN58,Impagliazzo,12421,0.65,ThCogmj64,Miami,5535
IBXBM93,Ikei,39248,0.16,ZiWmmpt28,Monroe,3327
PVANT08,Beidas,5953,0.22,TtMgqdx69,Hermosillo,19615
JLPBD05,Seibert,24812,0.39,NeDupss63,Lawton,7934
QIZGI43,Lienert,26459,0.98,RhRcjzl91,Lima,28940
FDXQV95,Tokunaga,16987,0.57,PbNhlqw86,Akron,25188
EGGUI12,Rago,1292,0.61,MkNabdu89,Paris,4462
MONSE26,Marrakchi,38900,0.44,LrVhemq65,Venice,17333
SMNJB61,Serbanati,13406,0.34,FxFjwtt96,Milwaukee,9952
OMCCM45,Hermes,9384,0.32,TkJkmve97,Minneapolis,4095
MFJFS26,Galati,9460,0.22,SbBvgzh29,Los,38856
COJZC37,Matuttis,18822,0.47,HcGgmyu62,Kalispell,38500
OYYIR62,Wiel,34679,0.89,MkHxdtt54,Panama,20328
VFCQR09,Latil,9877,0.65,BeRixth07,Providence,2292
TEQIF76,Trunk,14583,0.97,RuNtzxp38,Las,36004
AIMEU06,Mobasseri,5581,0.32,PpBgeba20,Sacramento,29022
DNKMW72,Konuma,38494,0.41,SfOakza81,Zihuatenejo,30674
AQVPX94,Rabagliati,37916,0.20,XcXiiqz67,Toulouse,34816
MSKEC76,Taubman,14164,0.98,MwYefor10,St,5108
IFJQF87,Baby,38706,0.32,NqMfepx46,Milan,4625
TIRMF19,Yanker,10391,0.21,AwFxedl74,Columbia,31901
FYMVR05,Lipner,33621,0.91,ZgDzqal04,Elko,35499
ZKGBZ60,Gutleber,9148,0.25,GyLxrhh09,Cincinnati,17297
DZFWZ48,Pelecq,15400,0.96,DoMjxfx89,Austin,18467
PRVSF24,Bacciotti,16681,0.66,LgRqbmj30,Nashville,2116
SWWXW50,Maccarone,8275,0.54,JhBlsql74,Boise,5110
EUGHA68,Werthner,25844,0.82,PlYvhzv59,White,12006
KKJKG42,Pirogowa,24293,0.90,DuDrpbs56,Anchorage,15252
AUHWN44,Etzkorn,37581,0.80,EuHlumh70,South,25445
IKIXM88,Whitcroft,8591,0.78,XyNscol03,Dayton,15899
LPANX22,Papelis,4528,0.43,QpYmswb16,Amsterdam,31010
CKAEJ65,Schwartzbauer,19052,0.39,NsFigra62,Brasilia,22465
WBABW31,Larin,38764,0.59,NbXpwcs05,Tri,26306
YPEBU70,Rutkowski,17723,0.38,MbZwfyg94,Gothenburg,18673
ETFQB23,Lassalle,1482,0.37,HeGwgux53,Lyon,26008
AFUCN43,Salvesen,15289,0.22,FqOyfca17,Jackson,25867
SBLGH81,Ruffin,15173,0.79,GiIlyns09,Philadelphia,549
ZVAMZ21,Livari,30538,0.91,DlNduhy43,Nagoya,1991
MGNBA91,Senator,2727,0.11,QzHwldg04,Panama,26098
BPXZR02,Krawitz,30475,0.91,VbCjbxz59,Madrid,4917
MDXZQ71,Jindal,16728,0.18,BpHejdy43,Guaymas,25774
WUHHO82,Zechner,39501,0.97,XzBpxum28,Rapid,34389
SLBUR03,Partsch,14005,0.79,HvTavtj82,Johannesburg,16845
OVEOS53,Samarapungavan,13771,0.46,VrHpasi07,Calgary,25172
WSUFH88,Fontaine,25392,0.21,ZhEgzxb58,Acapulco,27845
PIWMU86,Falck,21053,0.18,PePkmmw91,Durango,32483
NOODF95,Trung,5253,0.33,QlFynqm37,Brasilia,36764
EOEVE19,Porotskiy,38577,0.26,PwRekgf96,Tapachula,27405
DWXWM46,Hladka,37769,0.27,IvVlmck00,Baton,34880
LHLBF16,Reggio,39199,0.66,AlTbnff73,Reno,28704
ENMNN68,Kavasseri,27334,0.32,BsGvnsf04,Villahermosa,38442
MJVFS29,Tomas,1126,0.87,DwNobxx14,Guadalajara,25986
HDXZE29,Banerji,32930,0.82,DnYbvho76,Panama,11259
GDSBH21,Vefsnmo,3336,0.50,TyNowhx22,Tallahassee,1827
TYQEM54,Leino,7109,0.12,ZgDkenx82,Lome,7671
PKQVG96,Whang,15685,0.57,FwXbhoh56,Elko,21546
QRDKB67,Kocis,589,0.23,ErWejmy47,Butte,21220
XVGTE54,Shiode,1037,0.64,PhAhada09,Lansing,12137
HMVAO89,Wolte,38399,0.39,JgLcevw13,La,12094
BMZCK09,Biro,32908,0.37,SoMllww44,Kansas,15642
BPFWU38,Bratvold,19859,0.89,SkAxdre03,Albuquerque,21228
PGTIP05,Morisio,35227,0.16,UeHyaaf04,Sao,10924
ECQKX81,Dahr,27733,0.45,XlVofec27,Atlanta,10144
DOTAW45,Udding,22253,0.97,FxYzsas63,Tri,28424
XXWTE65,Kirkerud,26337,0.75,TrWuwpy08,Caracas,6308
CZCVH82,Jelonek,27068,0.16,XsVudjx31,Madrid,22897
MEMLC71,Simone,11223,0.30,HaBfuwb20,Dallas,30295
RVGWL37,Kampfer,22500,0.32,OuCzkto89,Lynchburg,36610
DYOCK63,Gawecki,22870,0.90,DwSxnnf01,Leon,7830
GVVIQ86,Tsatalos,34902,0.90,VpOnkur12,Grenada,28205
RXROA86,Ikehata,25855,0.82,FvMdkdo31,Copenhagen,14199
ESXYZ33,Aberle,27026,0.52,PiWezgc94,Daytona,36369
OWZIS74,Merico,11612,0.93,TpNgvzp76,Sarasota,984
NAFWI51,Thies,30320,0.34,TgGicgi12,Cody,16462
JNIJO93,Alpuente,3859,0.18,EcWkevn21,Mumbai,27607
NXWGW01,Morihara,32358,0.81,FsQooqo33,Cape,8081
JDVTP78,Angeline,14505,0.25,HwVwgkn31,Chattanooga,32479
CKDWK67,Fordan,12783,0.69,HvOtvfc17,Hartford,19535
EDDPH53,Zelesnik,19529,0.41,BwObxvq70,Birmingham,12808
ALXUS23,Barbanera,30225,0.85,VxRldjk60,Bozeman,833
XLPKS85,Kingham,36844,0.87,VbPkgfv07,Caracas,37790
XZKHN59,Corless,21490,0.92,HhDtjim62,Dayton,8778
QSTPW43,Decugis,23597,0.23,QeLuyqg94,Evansville,27799
IPVOF43,Scanlan,22053,0.68,ChWjzct16,Brunswick,18289
JBYVL39,Koymen,20301,0.74,BdXcofw56,Evansville,38109
VOPEM36,Nabil,21222,0.37,QjRtujd06,Savannah,13491
HUHLW67,Ayani,35031,0.14,RwGhkem31,Copenhagen,660
ARZII45,Valkema,13222,0.28,UrSuuwq21,White,13683
QLUTO62,Carta,167,0.29,RcHfpmx24,Torreon,21022
GMFST73,Banh,31766,0.56,SoUffil33,Pittsburgh,32663
ANMTG88,Arbab,2123,0.94,PzLktzr50,Berlin,31441
GWHNG72,Tatsumi,5405,0.79,TvAjnxa59,Aruba,15555
CQBWN66,Hatonen,4016,0.14,YhQnqyp95,Fort,26655
WFFPN98,Prenel,12340,0.77,KiYolky10,Minneapolis,17213
AZEIL84,Raju,5173,0.71,GlTqkop06,Stuttgart,14841
PAMOH31,Middelburg,3526,0.50,IgJdzsn94,Abu,19123
YRVKA56,Benkahla,8140,0.51,GxYsyxu52,Cozumel,27386
MKOBI43,Deak,15281,0.29,DiQfzht72,Rio,28043
BHZJH65,Tattersall,36229,0.34,DfRnbyl63,Asheville,35620
UXOXG79,Seliger,7837,0.24,GoBqscu34,Lynchburg,28347
AUJWR15,Khamiss,25287,0.63,AvAmgch86,Hartford,18302
LEUBG48,Bate,7025,0.85,EyLhwxj14,Vienna,26467
NGBAL94,Hoogerwoord,18349,0.90,YvFilgn29,Acapulco,5288
QJVCQ18,Valiente,12084,0.57,JcJikge22,Wilmington,6670
LPWBC12,Feigelson,31459,0.14,YvRtsej30,Gulfport,19748
SNBUL27,Carrillo,9055,0.66,YfZgnwe49,Manchester,27299
JSTYI36,Guvenir,8109,0.52,TsMgcrl31,Daytona,19820
BBZIM89,Olbrich,2687,0.50,AlGqxzy76,Butte,13539
RAVRZ54,Pogrzeba,8864,0.73,IwLorin96,Wichita,35138
XMBNV73,Ruhland,8566,0.18,WfBjipd11,Guatemala,35678
PPWVC42,Syang,1788,0.24,XuZbtlb56,Grenada,15442
CHBOO31,Doo,14503,0.95,ReWsjcb69,Grand,14757
NIDKD76,Baezner,35207,0.84,GbPjqqm89,Nice,6272
ZUZWO46,Drashansky,33779,0.15,MgHbfka10,Spokane,4807
VLYRA87,Jacquin,28181,0.44,IwEjijq42,Ouagadougou,30363
LLISG37,Beidas,7882,0.90,HkEoxik91,Rapid,669
BMCSR38,Melanson,35651,0.42,RxXowde75,Guadalajara,11767
WDCBL05,Vanwelkenhuysen,37589,0.32,GfNywfm64,Montgomery,587
JSPZE09,Windisch,11368,0.28,FkOptns62,Minneapolis,31221
DKJLJ97,Villarreal,18743,0.69,GkSumvy90,Durban,11791
HJVBM51,Henser,2557,0.83,DuQcwwf83,Bozeman,16821
YXAEH40,Doroslovacki,13181,0.27,WpCvcdi03,Turin,13352
CWGBX99,Lampe,24224,0.12,EcAamub97,Lima,34931
YJRPT53,Iverson,20058,0.49,QgDweph37,Indianapolis,16139
MQPIY15,Kopecky,7766,0.81,RaBzxry03,Grand,18549
KIESD26,Heines,27790,0.79,ZoCflse55,Glasgow,762
SIZRD00,Westarp,7599,0.28,PfJbwkv02,Kalamazoo,9025
XQNZG61,Brossler,18015,0.29,QgAjhfv83,Gulfport,17014
TFTSI10,Reiz,33939,0.90,EzHluer67,Nagoya,21673
XAFOQ27,Bogle,16236,0.96,BqIctkd28,Fairbanks,21302
SAJSR41,Weston,38351,0.74,RvJwubc99,Panama,21300
VGHDV54,Morrin,28556,0.52,YpUgocy71,Birmingham,23206
ZODDB75,Rabehasaina,29164,0.90,SxCwvxs95,Syracuse,9353
IHHYQ58,Coppini,18143,0.99,KnGazpv39,Shreveport,20481
GEAUD95,Hoffgen,10002,0.88,RcYtbka38,Rapid,34059
RXCLT14,Lichtman,6139,0.54,NnLqzki19,Vancouver,32628
VPZXG72,Knauer,14241,0.40,XzUictf97,Paris,39120
TGGOE65,Bhasker,22994,0.34,GiKcizn70,Austin,1266
DZIWW09,Castells,7257,0.57,NcHzqft49,Milwaukee,5902
HFTLF74,Azmoodeh,37549,0.18,YsIrmjl15,London,34072
MUPHQ51,Niblett,37557,0.82,EzGofpy93,San,3402
JHDEO10,Dulli,8225,0.29,PvBbetd23,Columbus,8544
HWPHJ36,Zisman,23033,0.34,FeEixfk11,Roanoke,18281
FQEFP82,Shiratori,32079,0.29,BbGlhdv42,Bucharest,29039
CDFZD25,Marzano,23647,0.54,RjVsjjd80,Alexandria,22959
CKALY26,Huthnance,28652,0.89,JhAvaoo96,Munich,29006
UIMKC81,Prieditis,27053,0.50,TwNcemy07,Sao,30942
SZZDH52,Beliaeva,5032,0.71,BfXvuuc93,Dublin,24164
WFUYX49,Verelst,11894,0.82,UzWkloz26,Lubbock,15972
FCBTW34,McMains,9283,0.85,XfEflye74,Chihuahua,6077
CSUAZ25,Luckham,30375,0.87,KjZfohz05,Frankfurt,20538
MXBGH45,Marotta,39374,0.23,EcQrzxq40,Jackson,30270
TQZET21,Gull,33880,0.93,MhPqbnn77,Athens,38898
VZDUI90,Klyachko,37803,0.64,TpHcvhm36,Cancun,17215
IJCBF69,Potorti,30191,0.13,AhGnubf92,Venice,21742
DDIYP65,Geser,1521,0.51,CpSsrwx02,Bangor,36236
SWHOD33,Drake,16597,0.13,AsUzgmi73,Brunswick,22233
CYELI50,Manabe,16006,0.53,XyCgbil28,Harrisburg,39361
LFCHW53,Gerbig,122,0.88,BnAfijd53,New,17134
YBXJN61,Friedetzky,35601,0.92,QzJgmln99,Fayetteville,27157
NPWMR22,Brimkov,34646,0.15,RjYcnkd12,Daytona,35715
TXIHU55,Scutella,35355,0.76,IjCtqyn48,Nassau,28802
TUAFF06,Blaschek,31670,0.88,XyAdisa21,Orlando,22338
IVBGM28,Worfolk,13645,0.59,BgLrrkr96,Lynchburg,8382
WYDKB47,Yacobi,22914,0.34,FmNjrro78,Zurich,10948
UYUUH78,Borrowman,33755,0.93,CtKnphn67,Vail,18387
SRSBV60,Schwandt,9776,0.26,GpRrwsu13,Monterrey,30779
LWMUK51,Nikovski,12147,0.31,DeTlyip42,Newburgh,2644
YUMQJ89,Schler,15454,0.90,IiEduob99,Appleton,34506
QRFRQ54,Ege,3011,0.70,MdJhjto60,Syracuse,4436
NXQCB79,Kakuta,24550,0.12,BtPfdij55,Jackson,31626
CQWFM15,Weener,15867,0.90,EePdtqw71,Lynchburg,8287
DCEVC84,Vrancken,34899,0.81,SbUsmkz38,Boise,16011
ASJUP11,Decleir,35774,0.78,VcHsvne07,Salvador,6367
BJMSG04,Reeve,12343,0.16,LwNocda48,Villahermosa,12191
XOKIT92,Feulner,22713,0.12,YiWiqvq89,Knoxville,17370
LCAOG52,Whiteleather,1966,0.54,StOnqxf01,Buffalo,11516
FPKOV45,Hiltgen,32411,0.42,GvMnyvu55,Grand,32780
GVGFS90,Lortz,7350,0.93,TsDicby27,Charleston,15169
URAHU10,Hoest,17389,0.15,VuFamct02,Providence,11786
PHXLH07,Bonollo,27292,0.79,NgTmpwe46,Montgomery,8790
IJBCO31,Igata,37785,0.64,FlOfcfj42,Merida,14830
KWCGV91,Quiros,22228,0.39,DqGpfln18,Norfolk,24401
VPZTA83,Shrager,23026,0.20,NzAnyrk68,Boston,5283
CQEAH23,Uyttendaele,14601,0.34,DzDmyjo64,Columbia,18435
ZGYZM12,Kienzler,19063,0.98,IrUiqzu95,Portland,14269
YRZRN50,Tatsuta,16437,0.19,RiUrsze62,Newark,24240
KJUVG36,Gelsey,3375,0.44,EjCsgdd25,Budapest,36673
CHPQZ01,Melkman,26109,0.27,GaXriyh16,Melbourne,16904
EWISB38,Favre,18158,0.95,LwJqinf69,Helena,32244
WCVHK78,Nonnenmacher,21245,0.38,TcGkbsq74,Atlanta,11272
IBLJZ46,Nabeshima,17139,0.46,FmThqtu45,Mumbai,36326
OMVJV33,Shrader,15196,0.59,SfMxpvk73,Tallahassee,19275
KXWSB44,Schwartzbauer,38219,0.37,FbIugdq88,Sarasota,8213
HWHTT20,Hohberg,21172,0.80,GpOlogd76,Pocatello,14163
KHOBV93,Doi,32182,0.37,YsFbukj01,Sun,21013
OPFVW45,Luders,35215,0.36,DoAgmsp99,Villahermosa,19046
CWQVL52,Dempsey,7469,0.18,OaScazb02,Monterrey,17345
KTDQO67,Carlstrom,32990,0.14,LaEoqoz68,Austin,1125
TWBFQ10,Biancardi,34993,0.51,WlCvbyx34,Prague,6613
TAUAP74,Limongiello,27684,0.79,MmVkezc74,San,37633
LQFVP70,Wray,21869,0.90,WtIweoo47,Huntsville,14552
IXBYG99,Jafari,16668,0.56,ApEgvzq06,Ouagadougou,11611
AUOSQ26,Urpani,39091,0.35,ViRoueu41,Baltimore,38655
FDBLF23,Hammainen,39191,0.32,QzQmclg78,Cape,32725
EJRQC44,Moorman,37289,0.19,RsVmgmi43,Knoxville,32821
XXJAM33,Krackhardt,37945,0.94,GaMylti35,Bangor,8265
XBLQM74,Ratnakar,15995,0.95,NcEpsmb41,Billings,11036
KAFTG64,Schroff,33911,0.93,ZmCfxld68,Raleigh,9829
EXYZH26,Hemaspaandra,5921,0.26,EmYomui84,Mumbai,36706
JCLJX88,Batzoglou,33591,0.31,CnWxifj66,Brunswick,5187
NUEOQ79,Malkhi,18012,0.68,PeHasvl46,Vail,15895
SCFUG56,Wika,25826,0.12,KaGiqjb91,Idaho,9455
FFLIW66,Baba,23618,0.65,WlRvmqs12,Lynchburg,13733
KXFFP56,Nisnevich,31616,0.54,UuIchww94,Providenciales,27814
GDJLK37,Din,30027,0.86,XwXunec65,Mumbai,1557
BHMTX57,Herber,8439,0.45,NlHnpsp15,Gunnison,10709
LSRWY47,Woeginger,36131,0.47,IoUrzrr89,San,5225
PGKIY25,Meszyk,35182,0.95,EnEybdg20,Caracas,32355
LDWTF83,Marciano,37509,0.26,LgMgbvi52,Kalispell,16807
HULCS91,Antao,34709,0.73,IuKxcqo59,Indianapolis,9175
CPCIH37,Servetto,9013,0.51,JiWqcnm28,Villahermosa,689
ENEBV95,Lunbeck,7915,0.52,VfCmjql53,Phoenix,966
UZLIM49,Pecuchet,31452,0.57,MrWcyko77,Reno,298
AVVZP03,Hoffert,27584,0.27,ZyMoumh01,Meridian,23647
RNPMI44,Masini,15048,0.32,QmChnwp17,Dublin,19360
CJEIO28,Krishna,15585,0.12,HcZwjln44,Lafayette,39136
PFFEF76,Slagle,12717,0.44,YaVnpar72,Athens,17303
QWFFF33,Kriman,39796,0.20,JrJndpj97,Milwaukee,11808
UHNFG47,Luzi,30193,0.84,ShFdeck46,Knoxville,1281
AXRTX50,Eisenstadt,22909,0.28,RxDrmgt26,Mumbai,5051
ZUWOY21,Clamen,20994,0.36,IePxhck25,Fayetteville,26173
YMJVJ70,Schonlau,3894,0.74,DtPehpq31,Sacramento,6303
TGVLX06,Wolfram,25835,0.60,QhGajmh10,Rochester,35614
FOOYN70,Burtschick,34399,0.25,NbJpjyy58,Paris,24151
HMDDA32,Zinovjev,21180,0.50,VmLrwvm70,Boise,21307
APPYT46,Ancilotti,31678,0.62,PzTmcxe57,Hamburg,15344
FFKFC30,Turakainen,12427,0.86,DxPgetk41,Cody,18619
HDDAB52,Derks,5314,0.95,WjXcrhv42,Cancun,35693
SBAKM64,Sarocky,20334,0.43,JmGdnbd77,Windhoek,21341
BHIXV25,Poll,34687,0.47,AoAbrmk33,Hermosillo,38082
XYPVO14,Gudeman,11852,0.15,HiPgewe27,Roanoke,15507
JJUYO09,Lackinger,12459,0.82,OuRkymt01,Reno,27621
XQNFG97,Jeris,39001,0.15,HkLcxtm57,Aruba,14979
QVYQG47,Marwedel,16100,0.71,FqEsnqd40,Vancouver,26154
DHGNU82,Beguin,34839,0.43,RrSrqep95,Gainesville,4526
TOKSB20,Duske,32127,0.38,VfPsnyo11,Calgary,38563
CRWXL69,Olveszky,7212,0.19,ZvWmpbc37,Honolulu,21977
FQQPQ39,Epstein,25411,0.93,XxMlizx40,Panama,22960
XUWQE46,Lingard,11774,0.48,AmAzmpn67,Jackson,36873
BMUPS47,Lapez,19970,0.80,PeAzrym77,Puebla,25154
KQOHC63,Skuppin,32612,0.29,HpYgoxe07,Beaumont,26083
OXZLF38,Drake,39375,0.41,HrWimux90,Copenhagen,22301
VZCZL39,Coroyer,16039,0.58,QaRebnp76,Las,2311
PYANK12,Parkes,15524,0.71,TvDrbnr09,Newcastle,174
KKNTC15,Priebs,18608,0.63,HeXried59,Bamako,38052
ZHYSS57,Rokusawa,20286,0.57,SpTnrgy26,Bamako,4177
ADOAR49,Cavallo,25489,0.81,YuKipnp42,Alexandria,27455
ZXECH13,Boehm,27157,0.22,TiDowjg22,Toulouse,20924
BLNDW31,Zallocco,35396,0.41,UlTmequ15,Roanoke,6122
GZIGP78,Schuning,26508,0.69,TkAzltv15,Miami,1415
PDXKM96,Hazony,38078,0.50,UvDobrq98,Milwaukee,39914
PVOLR91,Tipping,35696,0.40,PuKsonb97,Vienna,25517
GVHVP91,Openshaw,2098,0.23,UsOrpxe15,Abu,38584
CEIDD11,Mihalisin,29659,0.36,VzRogmi74,Rapid,21193
ITJER51,Morvan,29848,0.20,MaJecsu01,Aguascalientes,5933
GOIIZ89,Schank,24286,0.28,FgZjxjm95,Cozumel,32219
ITTAQ00,Montenyohl,38856,0.46,HgNsuqv92,Durban,2999
ZCNUW83,Kahane,27647,0.17,RrBipsq17,Prague,13934
CIVHC04,Bert,36471,0.78,UkAdgwg85,Salvador,33299
XTYSC63,Axelband,19763,0.68,IdHxmeu76,Brunswick,16514
BFSOL31,Elustondo,23250,0.68,IgMlgad10,Houston,35769
OKJVJ88,Welling,24062,0.25,YwItnqf12,Merida,34072
SBDNN50,Junet,32293,0.37,MnGxnwo37,Port,36215
OLRTK13,Rackoff,2097,0.49,GlYzygc39,Mobile,20391
UWASA94,Theuretzbacher,22292,0.14,AmHkgan44,Grand,19403
ODDLR61,Valtchev,28032,0.72,DnFubqx92,Hermosillo,14228
ZLFIJ92,Klimov,39937,0.15,FiMlrcc48,Buffalo,6026
KGFIT25,Rovere,12013,0.17,GsLrwzy86,Missoula,32161
TIMFS56,Ayani,32579,0.30,RxOoujl60,Guangzhou,25586
QIGWJ05,Messier,12247,0.62,QbJvjax23,Columbus,32714
NETGL96,Kaas,6912,0.20,QeYwanm21,Abu,21415
QCFKE76,Bast,20143,0.53,GsPtbru16,Kahului,975
FQVTV99,Olivi,34544,0.91,KrWkcdx01,Columbia,8292
UCDKC52,Jaklic,19064,0.49,DsBmdkq74,Dakar,29638
RXITK55,Wiering,897,0.69,RnZhujs02,Guangzhou,23563
EKPRV87,Grot,24602,0.45,QfAtorg73,Lome,10122
MNCYQ76,Moustafa,16406,0.97,NjCrpvh55,Charlotte,37859
HISQK25,Kipnis,7064,0.16,WeBhnwn62,Kalamazoo,23498
QSGFB56,Midelfart,34239,0.29,VsIqati55,London,24609
DKTSU58,Acketa,20518,0.23,UkQnbsf87,Monroe,39072
HAJPY80,Winkels,1663,0.46,MxHiefy76,Hartford,7455
OFYQF14,Bothner,13607,0.57,PiCkqve65,Cape,2452
PQEBS84,Diaconis,28904,0.95,PiSllgb72,Key,13773
MXKYM20,Ballou,1159,0.43,CoDblpy21,Cleveland,3874
GWEAL82,Krider,1231,0.27,KdLjmlc88,Manchester,23314
CDZVO37,Jahanshahi,24580,0.41,FcCkopd74,San,30263
XQNYR34,Pouyioutas,25762,0.22,WlKxshy95,Madison,29121
VNSTA61,Horiguchi,25762,0.99,PbSislx58,Honolulu,36823
SXCGS43,Eck,8483,0.28,WtMzobk80,Madrid,39480
HHPIQ32,Eidelson,39702,0.35,WnCcouy82,Providenciales,38925
HYLGW17,Reischert,801,0.39,NwVjdyl52,Key,19906
DVHSQ13,Hohenstein,16155,0.19,VmXnquc94,Monterrey,10273
CKNPB03,Karn,26568,0.19,MrFfgmd82,Dublin,11501
STBDN55,Frauenstein,18874,0.18,RjAznnv88,Porto,3169
LNQXE86,Walston,5316,0.23,CkDgleg25,Milan,18956
TXSFE62,Semmens,5636,0.79,PlVshhx90,Providenciales,23615
MAVBN75,Brazile,6867,0.69,BkHbcac53,Des,39394
ZQAQT77,Boy,34924,0.62,RgErivz80,Nagoya,36573
PJARN48,Gonzales,37987,0.14,TyPlxos60,Cody,15566
LHSLN25,Hackl,15670,0.83,DdLapgh55,Las,8063
UNASI13,Schijf,15092,0.96,EjZtcgp83,Calgary,23277
OTXLN06,Rasche,16084,0.91,QuMplae44,Syracuse,36416
ITTTX86,Drawin,38885,0.25,DpTikvt76,Bologna,29540
PYNLE08,Vecchi,32973,0.33,TvIvwac80,Amsterdam,23380
NEBKJ35,Zuidweg,12656,0.46,WoImble64,Pittsburgh,30894
OODDV83,Hoene,2578,0.48,NuJoseh49,Torreon,7841
OHWZV21,Peek,3959,0.79,XuDvwqu96,Gulfport,34033
NWNBX91,Eliyahu,24457,0.92,FeYcjlz41,Wilkes,30463
WWEEE72,Ritzmann,30002,0.21,IrZertx54,George,21210
FDLDQ82,Tzafestas,115,0.12,PzRnzue39,Fort,21978
RNRQI17,Komosinski,17230,0.42,FlKxewh02,Zihuatenejo,18939
